x-axis,1,2
second,Volt,Volt
-250.0000E-06,+67.3021358E-03,+1.0593586E-03
-249.7500E-06,+67.3021358E-03,+2.2272012E-03
-249.5000E-06,+64.5885371E-03,+3.2221745E-03
-249.2500E-06,+67.1011771E-03,+3.9256921E-03
-249.0000E-06,+69.1715072E-03,+4.6854966E-03
-248.7500E-06,+70.2166932E-03,+5.2905236E-03
-248.5000E-06,+70.3775682E-03,+6.0925318E-03
-248.2500E-06,+70.3774910E-03,+6.8583643E-03
-248.0000E-06,+70.6790449E-03,+7.9960592E-03
-247.7500E-06,+71.7643917E-03,+8.9769492E-03
-247.5000E-06,+73.4327272E-03,+9.9739345E-03
-247.2500E-06,+74.4579486E-03,+10.5045982E-03
-247.0000E-06,+76.3875999E-03,+11.1920515E-03
-246.7500E-06,+76.3473618E-03,+12.0784901E-03
-246.5000E-06,+75.4628965E-03,+13.3749710E-03
-246.2500E-06,+77.1514282E-03,+14.0845165E-03
-246.0000E-06,+77.7946968E-03,+15.0453029E-03
-245.7500E-06,+79.9451943E-03,+15.6081494E-03
-245.5000E-06,+82.1360842E-03,+16.5488168E-03
-245.2500E-06,+83.8048828E-03,+17.3247320E-03
-245.0000E-06,+84.0862404E-03,+18.4865620E-03
-244.7500E-06,+82.8800251E-03,+19.4553189E-03
-244.5000E-06,+81.8550353E-03,+20.7016102E-03
-244.2500E-06,+85.0708378E-03,+21.2583747E-03
-244.0000E-06,+87.9856267E-03,+21.9216774E-03
-243.7500E-06,+90.9200716E-03,+22.6674140E-03
-243.5000E-06,+91.6842859E-03,+23.6221724E-03
-243.2500E-06,+90.4177134E-03,+24.7136631E-03
-243.0000E-06,+89.9354743E-03,+25.8895610E-03
-242.7500E-06,+90.6391771E-03,+26.7720376E-03
-242.5000E-06,+94.6390041E-03,+27.3106795E-03
-242.2500E-06,+96.4478641E-03,+28.0965538E-03
-242.0000E-06,+99.0206296E-03,+28.7739707E-03
-241.7500E-06,+100.6085662E-03,+29.5296897E-03
-241.5000E-06,+100.3074755E-03,+30.7860020E-03
-241.2500E-06,+101.7749295E-03,+31.8131812E-03
-241.0000E-06,+106.9809719E-03,+32.3639254E-03
-240.7500E-06,+111.2223045E-03,+32.8262153E-03
-240.5000E-06,+113.3729563E-03,+33.6061389E-03
-240.2500E-06,+118.7993818E-03,+34.3779994E-03
-240.0000E-06,+118.3575351E-03,+35.4513674E-03
-239.7500E-06,+123.2422134E-03,+36.2835928E-03
-239.5000E-06,+127.2419633E-03,+36.8584180E-03
-239.2500E-06,+133.8755304E-03,+37.1578905E-03
