x-axis,1,2
0,-0.284800248,-0.042133189
0.000001563,-0.261765073,-0.041190978
0.000003125,-0.238729897,-0.040248767
0.000004688,-0.215694721,-0.039306556
0.00000625,-0.192659546,-0.038364345
0.000007813,-0.16962437,-0.037422134
0.000009375,-0.146589194,-0.036479923
0.000010938,-0.123554019,-0.035537712
0.0000125,-0.100518843,-0.034595501
0.000014063,-0.077483667,-0.03365329
0.000015625,-0.054448492,-0.032711078
0.000017188,-0.044317839,-0.030688465
0.00001875,-0.034187186,-0.028665852
0.000020313,-0.024056532,-0.026643239
0.000021875,-0.013925879,-0.024620626
0.000023438,-0.003795226,-0.022598013
0.000025,0.006335427,-0.0205754
0.000026563,0.01646608,-0.018552787
0.000028125,0.026596733,-0.016530174
0.000029688,0.036727387,-0.014507561
0.00003125,0.04685804,-0.012484948
0.000032813,0.058990703,-0.007880677
0.000034375,0.071123366,-0.003276405
0.000035938,0.083256029,0.001327866
0.0000375,0.095388692,0.005932137
0.000039063,0.107521356,0.010536408
0.000040625,0.119654019,0.01514068
0.000042188,0.131786682,0.019744951
0.00004375,0.143919345,0.024349222
0.000045313,0.156052008,0.028953494
0.000046875,0.168184672,0.033557765
0.000048438,0.181306279,0.034666433
0.00005,0.194427887,0.035775102
0.000051563,0.207549495,0.03688377
0.000053125,0.220671103,0.037992438
0.000054688,0.233792711,0.039101107
0.00005625,0.246914319,0.040209775
0.000057813,0.260035927,0.041318443
0.000059375,0.273157535,0.042427112
0.000060938,0.286279143,0.04353578
0.0000625,0.299400751,0.044644448
0.000064063,0.276534419,0.043711659
0.000065625,0.253668088,0.04277887
0.000067188,0.230801756,0.041846082
0.00006875,0.207935425,0.040913293
0.000070313,0.185069094,0.039980504
0.000071875,0.162202762,0.039047715
0.000073438,0.139336431,0.038114926
0.000075,0.116470099,0.037182137
0.000076563,0.093603768,0.036249348
0.000078125,0.070737436,0.035316559
0.000079688,0.060655024,0.033548343
0.00008125,0.050572613,0.031780127
0.000082813,0.040490201,0.030011911
0.000084375,0.030407789,0.028243695
0.000085938,0.020325377,0.026475479
0.0000875,0.010242965,0.024707263
0.000089063,0.000160553,0.022939047
0.000090625,-0.009921859,0.02117083
0.000092188,-0.020004271,0.019402614
0.00009375,-0.030086683,0.017634398
0.000095313,-0.036478643,0.013582891
0.000096875,-0.042870603,0.009531383
0.000098438,-0.049262562,0.005479876
0.0001,-0.055654522,0.001428368
0.000101563,-0.062046482,-0.002623139
0.000103125,-0.068438441,-0.006674647
