x-axis,1,2
second,Volt,Volt
+0.0E+00,-284.800248E-03,-42.133189E-03
+1.563E-06,-261.765073E-03,-41.190978E-03
+3.125E-06,-238.729897E-03,-40.248767E-03
+4.688E-06,-215.694721E-03,-39.306556E-03
+6.250E-06,-192.659546E-03,-38.364345E-03
+7.813E-06,-169.624370E-03,-37.422134E-03
+9.375E-06,-146.589194E-03,-36.479923E-03
+10.938E-06,-123.554019E-03,-35.537712E-03
+12.500E-06,-100.518843E-03,-34.595501E-03
+14.063E-06,-77.483667E-03,-33.653290E-03
+15.625E-06,-54.448492E-03,-32.711078E-03
+17.188E-06,-44.317839E-03,-30.688465E-03
+18.750E-06,-34.187186E-03,-28.665852E-03
+20.313E-06,-24.056532E-03,-26.643239E-03
+21.875E-06,-13.925879E-03,-24.620626E-03
+23.438E-06,-3.795226E-03,-22.598013E-03
+25.000E-06,+6.335427E-03,-20.575400E-03
+26.563E-06,+16.466080E-03,-18.552787E-03
+28.125E-06,+26.596733E-03,-16.530174E-03
+29.688E-06,+36.727387E-03,-14.507561E-03
+31.250E-06,+46.858040E-03,-12.484948E-03
+32.813E-06,+58.990703E-03,-7.880677E-03
+34.375E-06,+71.123366E-03,-3.276405E-03
+35.938E-06,+83.256029E-03,+1.327866E-03
+37.500E-06,+95.388692E-03,+5.932137E-03
+39.063E-06,+107.521356E-03,+10.536408E-03
+40.625E-06,+119.654019E-03,+15.140680E-03
+42.188E-06,+131.786682E-03,+19.744951E-03
+43.750E-06,+143.919345E-03,+24.349222E-03
+45.313E-06,+156.052008E-03,+28.953494E-03
+46.875E-06,+168.184672E-03,+33.557765E-03
+48.438E-06,+181.306279E-03,+34.666433E-03
+50.000E-06,+194.427887E-03,+35.775102E-03
+51.563E-06,+207.549495E-03,+36.883770E-03
+53.125E-06,+220.671103E-03,+37.992438E-03
+54.688E-06,+233.792711E-03,+39.101107E-03
+56.250E-06,+246.914319E-03,+40.209775E-03
+57.813E-06,+260.035927E-03,+41.318443E-03
+59.375E-06,+273.157535E-03,+42.427112E-03
+60.938E-06,+286.279143E-03,+43.535780E-03
+62.500E-06,+299.400751E-03,+44.644448E-03
+64.063E-06,+276.534419E-03,+43.711659E-03
+65.625E-06,+253.668088E-03,+42.778870E-03
+67.188E-06,+230.801756E-03,+41.846082E-03
+68.750E-06,+207.935425E-03,+40.913293E-03
+70.313E-06,+185.069094E-03,+39.980504E-03
+71.875E-06,+162.202762E-03,+39.047715E-03
+73.438E-06,+139.336431E-03,+38.114926E-03
+75.000E-06,+116.470099E-03,+37.182137E-03
